family,cognate_method,eval_method,min_similarity,tree_type,TreeDist,GenQuartetDist
Hellenic,gold,PMI-uncalibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,N/A,MaxCladeCredibility,0.343074842,0.342857143
Hellenic,gold,Surprisal-calibrated,min-0.5,nj,0,0.342857143
Hellenic,gold,Surprisal-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,gold,Surprisal-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,gold,Surprisal-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,gold,Surprisal-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,gold,Surprisal-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,gold,Surprisal-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,gold,Hybrid-calibrated,min-0.0,nj,0,0.342857143
Hellenic,gold,Levenshtein-calibrated,min-0.0,nj,0,0.342857143
Hellenic,gold,Levenshtein-calibrated,min-0.2,nj,0,0.342857143
Hellenic,gold,Levenshtein-calibrated,min-0.3,nj,0,0.342857143
Hellenic,gold,Levenshtein-calibrated,min-0.5,nj,0,0.342857143
Hellenic,gold,Levenshtein-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,gold,Levenshtein-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,gold,Levenshtein-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,gold,Levenshtein-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,gold,Levenshtein-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,gold,Levenshtein-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,none,PMI-calibrated,min-0.5,nj,0.343074842,0.457142857
Hellenic,none,PMI-uncalibrated,min-0.0,nj,0.343074842,0.457142857
Hellenic,none,PMI-uncalibrated,min-0.1,nj,0.343074842,0.457142857
Hellenic,none,PMI-uncalibrated,min-0.2,nj,0.343074842,0.457142857
Hellenic,none,PMI-uncalibrated,min-0.3,nj,0.343074842,0.457142857
Hellenic,none,PMI-uncalibrated,min-0.4,nj,0.343074842,0.457142857
Hellenic,none,PMI-uncalibrated,min-0.5,nj,0.343074842,0.457142857
Hellenic,Phonetic,PMI-calibrated,min-0.5,nj,0.343074842,0.457142857
Hellenic,Phonetic,PMI-uncalibrated,min-0.0,nj,0.343074842,0.457142857
Hellenic,Phonetic,PMI-uncalibrated,min-0.1,nj,0.343074842,0.457142857
Hellenic,Phonetic,PMI-uncalibrated,min-0.2,nj,0.343074842,0.457142857
Hellenic,Phonetic,PMI-uncalibrated,min-0.3,nj,0.343074842,0.457142857
Hellenic,Phonetic,PMI-uncalibrated,min-0.4,nj,0.343074842,0.457142857
Hellenic,Phonetic,PMI-uncalibrated,min-0.5,nj,0.343074842,0.457142857
Hellenic,PMI,PMI-calibrated,min-0.5,nj,0.343074842,0.457142857
Hellenic,PMI,PMI-uncalibrated,min-0.0,nj,0.343074842,0.457142857
Hellenic,PMI,PMI-uncalibrated,min-0.1,nj,0.343074842,0.457142857
Hellenic,PMI,PMI-uncalibrated,min-0.2,nj,0.343074842,0.457142857
Hellenic,PMI,PMI-uncalibrated,min-0.3,nj,0.343074842,0.457142857
Hellenic,PMI,PMI-uncalibrated,min-0.4,nj,0.343074842,0.457142857
Hellenic,PMI,PMI-uncalibrated,min-0.5,nj,0.343074842,0.457142857
Hellenic,Hybrid,PMI-calibrated,min-0.4,nj,0.343074842,0.457142857
Hellenic,gold,PMI-calibrated,min-0.5,nj,0.343074842,0.457142857
Hellenic,gold,PMI-uncalibrated,min-0.0,nj,0.343074842,0.457142857
Hellenic,gold,PMI-uncalibrated,min-0.1,nj,0.343074842,0.457142857
Hellenic,gold,PMI-uncalibrated,min-0.2,nj,0.343074842,0.457142857
Hellenic,gold,PMI-uncalibrated,min-0.3,nj,0.343074842,0.457142857
Hellenic,gold,PMI-uncalibrated,min-0.4,nj,0.343074842,0.457142857
Hellenic,gold,PMI-uncalibrated,min-0.5,nj,0.343074842,0.457142857
Hokan,none,Levenshtein-calibrated,min-0.1,single,0.303905065,0
Hokan,none,Levenshtein-calibrated,min-0.2,single,0.292013625,0
Hokan,none,Phonetic-calibrated,min-0.5,single,0.320088639,0.004681404
Hokan,none,Phonetic-uncalibrated,min-0.0,single,0.320088639,0.004681404
Hokan,none,Phonetic-uncalibrated,min-0.1,single,0.320088639,0.004681404
Hokan,none,Phonetic-uncalibrated,min-0.2,single,0.320088639,0.004681404
Hokan,none,Phonetic-uncalibrated,min-0.3,single,0.320088639,0.004681404
Hokan,none,Phonetic-uncalibrated,min-0.4,single,0.320088639,0.004681404
Hokan,none,Phonetic-uncalibrated,min-0.5,single,0.320088639,0.004681404
Hokan,none,Levenshtein-calibrated,min-0.0,single,0.326991009,0.004681404
Hokan,none,Levenshtein-calibrated,min-0.3,single,0.333042722,0.004681404
Hokan,none,Levenshtein-calibrated,min-0.4,single,0.333042722,0.004681404
Hokan,Phonetic,Phonetic-calibrated,min-0.5,single,0.320088639,0.004681404
Hokan,Phonetic,Phonetic-uncalibrated,min-0.0,single,0.320088639,0.004681404
Hokan,Phonetic,Phonetic-uncalibrated,min-0.1,single,0.320088639,0.004681404
Hokan,Phonetic,Phonetic-uncalibrated,min-0.2,single,0.320088639,0.004681404
Hokan,Phonetic,Phonetic-uncalibrated,min-0.3,single,0.320088639,0.004681404
Hokan,Phonetic,Phonetic-uncalibrated,min-0.4,single,0.320088639,0.004681404
Hokan,Phonetic,Phonetic-uncalibrated,min-0.5,single,0.320088639,0.004681404
Hokan,Phonetic,Levenshtein-calibrated,min-0.0,single,0.314599807,0.004681404
Hokan,Phonetic,Levenshtein-calibrated,min-0.1,single,0.324479903,0.004681404
Hokan,Phonetic,Levenshtein-calibrated,min-0.2,single,0.324479903,0.004681404
Hokan,Phonetic,Levenshtein-calibrated,min-0.3,single,0.328767791,0.004681404
Hokan,Phonetic,Levenshtein-calibrated,min-0.4,single,0.328767791,0.004681404
Hokan,PMI,Phonetic-calibrated,min-0.5,single,0.320088639,0.004681404
Hokan,PMI,Phonetic-uncalibrated,min-0.0,single,0.320088639,0.004681404
Hokan,PMI,Phonetic-uncalibrated,min-0.1,single,0.320088639,0.004681404
Hokan,PMI,Phonetic-uncalibrated,min-0.2,single,0.320088639,0.004681404
Hokan,PMI,Phonetic-uncalibrated,min-0.3,single,0.320088639,0.004681404
Hokan,PMI,Phonetic-uncalibrated,min-0.4,single,0.320088639,0.004681404
Hokan,PMI,Phonetic-uncalibrated,min-0.5,single,0.320088639,0.004681404
Hokan,PMI,Levenshtein-calibrated,min-0.5,single,0.329564548,0.004681404
Hokan,PMI,Levenshtein-uncalibrated,min-0.0,single,0.329564548,0.004681404
Hokan,PMI,Levenshtein-uncalibrated,min-0.1,single,0.329564548,0.004681404
Hokan,PMI,Levenshtein-uncalibrated,min-0.2,single,0.329564548,0.004681404
Hokan,PMI,Levenshtein-uncalibrated,min-0.3,single,0.329564548,0.004681404
Hokan,PMI,Levenshtein-uncalibrated,min-0.4,single,0.329564548,0.004681404
Hokan,PMI,Levenshtein-uncalibrated,min-0.5,single,0.329564548,0.004681404
Hokan,Surprisal,Levenshtein-calibrated,min-0.4,single,0.334892651,0.004681404
Hokan,Hybrid,Phonetic-calibrated,min-0.5,single,0.320088639,0.004681404
Hokan,Hybrid,Phonetic-uncalibrated,min-0.0,single,0.320088639,0.004681404
Hokan,Hybrid,Phonetic-uncalibrated,min-0.1,single,0.320088639,0.004681404
Hokan,Hybrid,Phonetic-uncalibrated,min-0.2,single,0.320088639,0.004681404
Hokan,Hybrid,Phonetic-uncalibrated,min-0.3,single,0.320088639,0.004681404
Hokan,Hybrid,Phonetic-uncalibrated,min-0.4,single,0.320088639,0.004681404
Hokan,Hybrid,Phonetic-uncalibrated,min-0.5,single,0.320088639,0.004681404
Hokan,Levenshtein,Phonetic-calibrated,min-0.0,single,0.326318115,0.004681404
Hokan,Levenshtein,Phonetic-calibrated,min-0.5,single,0.326133696,0.004681404
Hokan,Levenshtein,Phonetic-uncalibrated,min-0.0,single,0.326133696,0.004681404
Hokan,Levenshtein,Phonetic-uncalibrated,min-0.1,single,0.326133696,0.004681404
Hokan,Levenshtein,Phonetic-uncalibrated,min-0.2,single,0.326133696,0.004681404
Hokan,Levenshtein,Phonetic-uncalibrated,min-0.3,single,0.326133696,0.004681404
Hokan,Levenshtein,Phonetic-uncalibrated,min-0.4,single,0.326133696,0.004681404
Hokan,Levenshtein,Phonetic-uncalibrated,min-0.5,single,0.326133696,0.004681404
Hokan,Levenshtein,Levenshtein-calibrated,min-0.0,average,0.330333631,0.004681404
Hokan,Levenshtein,Levenshtein-calibrated,min-0.4,single,0.328767791,0.004681404
Hokan,gold,Phonetic-calibrated,min-0.0,single,0.345813935,0.004681404
Hokan,gold,Phonetic-calibrated,min-0.5,single,0.334950699,0.004681404
Hokan,gold,Phonetic-uncalibrated,min-0.0,single,0.334950699,0.004681404
Hokan,gold,Phonetic-uncalibrated,min-0.1,single,0.334950699,0.004681404
Hokan,gold,Phonetic-uncalibrated,min-0.2,single,0.334950699,0.004681404
Hokan,gold,Phonetic-uncalibrated,min-0.3,single,0.334950699,0.004681404
Hokan,gold,Phonetic-uncalibrated,min-0.4,single,0.334950699,0.004681404
Hokan,gold,Phonetic-uncalibrated,min-0.5,single,0.334950699,0.004681404
Hokan,gold,Levenshtein-calibrated,min-0.0,single,0.345813935,0.004681404
Hokan,gold,Levenshtein-calibrated,min-0.1,single,0.345813935,0.004681404
Hokan,gold,Levenshtein-calibrated,min-0.2,single,0.345813935,0.004681404
Hokan,gold,Levenshtein-calibrated,min-0.3,average,0.328767791,0.004681404
Hokan,gold,Levenshtein-calibrated,min-0.3,single,0.345813935,0.004681404
Hokan,gold,Levenshtein-calibrated,min-0.4,single,0.345813935,0.004681404
Hokan,none,Hybrid-calibrated,min-0.1,single,0.329625898,0.015604681
Hokan,none,Hybrid-calibrated,min-0.4,average,0.330604988,0.015604681
Hokan,none,Hybrid-calibrated,min-0.4,single,0.330726898,0.015604681
Hokan,gold,Hybrid-calibrated,min-0.3,single,0.337524731,0.015604681
Hokan,gold,Hybrid-calibrated,min-0.4,single,0.337524731,0.015604681
Hokan,none,Levenshtein-calibrated,min-0.1,average,0.323594784,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.1,complete,0.340323808,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.1,nj,0.342967966,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.1,ward,0.330510378,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.1,weighted,0.354478459,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.2,average,0.33160743,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.2,complete,0.343506972,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.2,nj,0.345774812,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.2,ward,0.337531235,0.018205462
Hokan,none,Levenshtein-calibrated,min-0.2,weighted,0.346260167,0.018205462
Hokan,Levenshtein,PMI-calibrated,min-0.0,nj,0.339685962,0.018205462
Hokan,gold,PMI-calibrated,min-0.1,complete,0.32551691,0.018205462
Hokan,gold,Hybrid-calibrated,min-0.3,complete,0.32551691,0.018205462
Hokan,gold,Hybrid-calibrated,min-0.4,average,0.32551691,0.018205462
Hokan,gold,Hybrid-calibrated,min-0.4,complete,0.32551691,0.018205462
Hokan,gold,Hybrid-calibrated,min-0.4,nj,0.357309045,0.018205462
Hokan,gold,Hybrid-calibrated,min-0.4,ward,0.326651096,0.018205462
Hokan,gold,Hybrid-calibrated,min-0.4,weighted,0.32551691,0.018205462
Hokan,none,Hybrid-calibrated,min-0.0,single,0.365453848,0.020286086
Hokan,none,Hybrid-calibrated,min-0.2,average,0.352244011,0.020286086
Hokan,none,Hybrid-calibrated,min-0.2,nj,0.376015038,0.020286086
Hokan,none,Hybrid-calibrated,min-0.2,single,0.372504924,0.020286086
Hokan,none,Hybrid-calibrated,min-0.2,weighted,0.364034322,0.020286086
Hokan,none,Hybrid-calibrated,min-0.3,average,0.364393459,0.020286086
Hokan,none,Hybrid-calibrated,min-0.3,nj,0.377061296,0.020286086
Hokan,none,Hybrid-calibrated,min-0.3,single,0.372504924,0.020286086
Hokan,none,Hybrid-calibrated,min-0.3,weighted,0.369306809,0.020286086
Hokan,none,Hybrid-calibrated,N/A,MaxCladeCredibility,0.376015038,0.020286086
Hokan,none,Levenshtein-calibrated,min-0.3,average,0.37043461,0.020286086
Hokan,none,Levenshtein-calibrated,min-0.3,weighted,0.400256353,0.020286086
Hokan,Phonetic,PMI-calibrated,min-0.3,single,0.363603919,0.020286086
Hokan,Phonetic,PMI-calibrated,min-0.4,single,0.366380064,0.020286086
Hokan,PMI,Levenshtein-calibrated,min-0.2,single,0.345226835,0.020286086
Hokan,PMI,Levenshtein-calibrated,min-0.3,average,0.361018964,0.020286086
Hokan,PMI,Levenshtein-calibrated,min-0.3,single,0.345226835,0.020286086
Hokan,PMI,Levenshtein-calibrated,min-0.4,single,0.350018935,0.020286086
Hokan,Surprisal,Phonetic-calibrated,min-0.0,single,0.369835756,0.020286086
Hokan,Surprisal,PMI-calibrated,min-0.0,single,0.369835756,0.020286086
Hokan,Surprisal,PMI-calibrated,min-0.1,single,0.369835756,0.020286086
Hokan,Surprisal,Surprisal-calibrated,min-0.1,single,0.369835756,0.020286086
Hokan,Surprisal,Hybrid-calibrated,min-0.0,single,0.369835756,0.020286086
Hokan,Surprisal,Hybrid-calibrated,min-0.1,single,0.369835756,0.020286086
Hokan,Surprisal,Hybrid-calibrated,min-0.2,single,0.369835756,0.020286086
Hokan,Surprisal,Hybrid-calibrated,min-0.3,average,0.376838141,0.020286086
Hokan,Surprisal,Hybrid-calibrated,min-0.3,single,0.369835756,0.020286086
Hokan,Surprisal,Hybrid-calibrated,min-0.4,single,0.369047042,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.0,average,0.371665551,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.0,single,0.369835756,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.1,average,0.364804396,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.1,single,0.365453848,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.2,average,0.360011355,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.2,single,0.365453848,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.3,average,0.360011355,0.020286086
Hokan,Surprisal,Levenshtein-calibrated,min-0.3,single,0.365453848,0.020286086
Hokan,Hybrid,Phonetic-calibrated,min-0.0,single,0.375433372,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.0,average,0.349810623,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.0,single,0.375433372,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.1,average,0.365070187,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.1,single,0.365453848,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.2,average,0.374576986,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.2,single,0.365453848,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.3,average,0.378750173,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.3,single,0.365453848,0.020286086
Hokan,Hybrid,Levenshtein-calibrated,min-0.4,single,0.365453848,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.0,average,0.361018964,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.0,single,0.365453848,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.0,weighted,0.383002489,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.1,average,0.361018964,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.1,single,0.369835756,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.1,weighted,0.361018964,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.2,average,0.361018964,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.2,nj,0.3616328,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.2,single,0.359613419,0.020286086
Hokan,Levenshtein,PMI-calibrated,min-0.2,weighted,0.379746249,0.020286086
Hokan,Levenshtein,Surprisal-calibrated,min-0.0,single,0.354473089,0.020286086
Hokan,Levenshtein,Surprisal-calibrated,min-0.1,single,0.349501766,0.020286086
Hokan,Levenshtein,Surprisal-calibrated,min-0.2,single,0.363459767,0.020286086
Hokan,Levenshtein,Surprisal-calibrated,min-0.3,single,0.354473089,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.0,average,0.361018964,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.0,single,0.365453848,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.0,weighted,0.383002489,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.1,average,0.37043461,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.1,single,0.356232799,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.1,weighted,0.385650806,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.2,average,0.361018964,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.2,single,0.365453848,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.2,weighted,0.385650806,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.3,average,0.361018964,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.3,single,0.359328988,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.3,weighted,0.385650806,0.020286086
Hokan,Levenshtein,Hybrid-calibrated,min-0.4,single,0.369728778,0.020286086
Hokan,Levenshtein,Levenshtein-calibrated,min-0.0,single,0.365453848,0.020286086
Hokan,Levenshtein,Levenshtein-calibrated,min-0.1,single,0.354473089,0.020286086
Hokan,Levenshtein,Levenshtein-calibrated,min-0.2,single,0.354473089,0.020286086
Hokan,Levenshtein,Levenshtein-calibrated,min-0.3,single,0.359328988,0.020286086
Hokan,gold,PMI-calibrated,min-0.2,average,0.359328988,0.020286086
Hokan,gold,Hybrid-calibrated,min-0.2,single,0.376015038,0.020286086
Hokan,gold,Levenshtein-calibrated,min-0.0,average,0.359328988,0.020286086
Hokan,gold,Levenshtein-calibrated,min-0.0,weighted,0.359328988,0.020286086
Hokan,none,Surprisal-calibrated,min-0.4,complete,0.370150797,0.022886866
Hokan,none,Surprisal-calibrated,min-0.4,ward,0.359056612,0.022886866
Hokan,none,Hybrid-calibrated,min-0.4,nj,0.353426406,0.022886866
Hokan,none,Hybrid-calibrated,min-0.5,complete,0.380583605,0.022886866
Hokan,none,Hybrid-uncalibrated,min-0.0,complete,0.380583605,0.022886866
Hokan,none,Hybrid-uncalibrated,min-0.1,complete,0.380583605,0.022886866
Hokan,none,Hybrid-uncalibrated,min-0.2,complete,0.380583605,0.022886866
Hokan,none,Hybrid-uncalibrated,min-0.3,complete,0.380583605,0.022886866
Hokan,none,Hybrid-uncalibrated,min-0.4,complete,0.380583605,0.022886866
Hokan,none,Hybrid-uncalibrated,min-0.5,complete,0.380583605,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.0,average,0.376892319,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.0,complete,0.389308681,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.0,nj,0.386061914,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.0,ward,0.381647763,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.0,weighted,0.376892319,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.3,complete,0.375827714,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.3,nj,0.376892319,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.3,ward,0.359056612,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.4,average,0.3719858,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.4,complete,0.388460516,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.4,nj,0.376892319,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.4,ward,0.36288008,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.4,weighted,0.37742881,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.5,average,0.3719858,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.5,complete,0.366820485,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.5,nj,0.385139469,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.5,single,0.373798151,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.5,ward,0.36288008,0.022886866
Hokan,none,Levenshtein-calibrated,min-0.5,weighted,0.393620993,0.022886866
Hokan,none,Levenshtein-calibrated,N/A,MaxCladeCredibility,0.376892319,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.0,average,0.3719858,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.0,complete,0.366820485,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.0,nj,0.385139469,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.0,single,0.373798151,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.0,ward,0.36288008,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.0,weighted,0.393620993,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.1,average,0.3719858,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.1,complete,0.366820485,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.1,nj,0.385139469,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.1,single,0.373798151,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.1,ward,0.36288008,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.1,weighted,0.393620993,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.2,average,0.3719858,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.2,complete,0.366820485,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.2,nj,0.385139469,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.2,single,0.373798151,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.2,ward,0.36288008,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.2,weighted,0.393620993,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.3,average,0.3719858,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.3,complete,0.366820485,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.3,nj,0.385139469,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.3,single,0.373798151,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.3,ward,0.36288008,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.3,weighted,0.393620993,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.4,average,0.3719858,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.4,complete,0.366820485,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.4,nj,0.385139469,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.4,single,0.373798151,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.4,ward,0.36288008,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.4,weighted,0.393620993,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.5,average,0.3719858,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.5,complete,0.366820485,0.022886866
Hokan,none,Levenshtein-uncalibrated,min-0.5,nj,0.385139469,0.022886866
